年份,学校代码,学校名称,城市,地区类别,学科门类,总分要求,单科满分100,单科满分150,拟招生人数,数据来源
2022,10335,浙江大学,杭州,新一线城市,文学,420,60.0,90.0,46,模拟数据(基于历史趋势)
2022,10335,浙江大学,杭州,新一线城市,历史学,370,54.5,85.10000000000001,32,模拟数据(基于历史趋势)
2022,10335,浙江大学,杭州,新一线城市,理学,348,50.199999999999996,82.04,44,模拟数据(基于历史趋势)
2022,10335,浙江大学,杭州,新一线城市,工学,325,47.75,69.75,32,模拟数据(基于历史趋势)
2022,10335,浙江大学,杭州,新一线城市,农学,298,44.699999999999996,71.54,60,模拟数据(基于历史趋势)
2022,10335,浙江大学,杭州,新一线城市,医学,363,53.449999999999996,78.49000000000001,79,模拟数据(基于历史趋势)
2022,10335,浙江大学,杭州,新一线城市,军事学,341,52.15,77.43,8,模拟数据(基于历史趋势)
2022,10335,浙江大学,杭州,新一线城市,管理学,420,60.0,90.0,67,模拟数据(基于历史趋势)
2022,10335,浙江大学,杭州,新一线城市,艺术学,420,60.0,90.0,72,模拟数据(基于历史趋势)
2022,10335,浙江大学,杭州,新一线城市,交叉学科,348,55.199999999999996,82.04,74,模拟数据(基于历史趋势)
2022,10358,中国科学技术大学,合肥,新一线城市,哲学,357,51.55,80.11,17,模拟数据(基于历史趋势)
2022,10358,中国科学技术大学,合肥,新一线城市,经济学,396,57.4,87.08,174,模拟数据(基于历史趋势)
2022,10358,中国科学技术大学,合肥,新一线城市,法学,355,50.25,77.65,54,模拟数据(基于历史趋势)
2022,10358,中国科学技术大学,合肥,新一线城市,教育学,394,56.099999999999994,90.0,34,模拟数据(基于历史趋势)
2022,10358,中国科学技术大学,合肥,新一线城市,文学,405,60.0,90.0,21,模拟数据(基于历史趋势)
2022,10358,中国科学技术大学,合肥,新一线城市,历史学,375,58.25,87.25,32,模拟数据(基于历史趋势)
2022,10358,中国科学技术大学,合肥,新一线城市,理学,355,51.25,81.65,9,模拟数据(基于历史趋势)
2022,10358,中国科学技术大学,合肥,新一线城市,工学,301,48.15,69.23,200,模拟数据(基于历史趋势)
2022,10358,中国科学技术大学,合肥,新一线城市,农学,297,44.55,69.31,72,模拟数据(基于历史趋势)
2022,10358,中国科学技术大学,合肥,新一线城市,医学,345,51.75,80.35000000000001,46,模拟数据(基于历史趋势)
2022,10358,中国科学技术大学,合肥,新一线城市,军事学,280,40.0,64.4,78,模拟数据(基于历史趋势)
2022,10358,中国科学技术大学,合肥,新一线城市,管理学,420,60.0,90.0,118,模拟数据(基于历史趋势)
2022,10358,中国科学技术大学,合肥,新一线城市,艺术学,405,57.75,90.0,50,模拟数据(基于历史趋势)
2022,10358,中国科学技术大学,合肥,新一线城市,交叉学科,344,49.6,83.12,62,模拟数据(基于历史趋势)
2022,10422,山东大学,济南,新一线城市,哲学,346,48.9,78.58,64,模拟数据(基于历史趋势)
2022,10422,山东大学,济南,新一线城市,经济学,418,60.0,90.0,195,模拟数据(基于历史趋势)
2022,10422,山东大学,济南,新一线城市,法学,391,58.65,88.93,36,模拟数据(基于历史趋势)
2022,10422,山东大学,济南,新一线城市,教育学,372,53.8,86.56,50,模拟数据(基于历史趋势)
2022,10422,山东大学,济南,新一线城市,文学,395,57.25,88.85000000000001,43,模拟数据(基于历史趋势)
2022,10422,山东大学,济南,新一线城市,历史学,356,56.4,85.88000000000001,53,模拟数据(基于历史趋势)
2022,10422,山东大学,济南,新一线城市,理学,333,51.949999999999996,81.59,61,模拟数据(基于历史趋势)
2022,10422,山东大学,济南,新一线城市,工学,324,46.6,72.52000000000001,127,模拟数据(基于历史趋势)
2022,10422,山东大学,济南,新一线城市,农学,294,43.1,71.62,14,模拟数据(基于历史趋势)
2022,10422,山东大学,济南,新一线城市,医学,348,52.199999999999996,84.04,40,模拟数据(基于历史趋势)
2022,10422,山东大学,济南,新一线城市,军事学,316,44.4,76.68,80,模拟数据(基于历史趋势)
2022,10422,山东大学,济南,新一线城市,管理学,408,60.0,90.0,95,模拟数据(基于历史趋势)
2022,10422,山东大学,济南,新一线城市,艺术学,420,60.0,90.0,19,模拟数据(基于历史趋势)
2022,10422,山东大学,济南,新一线城市,交叉学科,345,52.75,80.35000000000001,13,模拟数据(基于历史趋势)
2022,10423,中国海洋大学,青岛,新一线城市,哲学,334,51.1,72.82000000000001,21,模拟数据(基于历史趋势)
2022,10423,中国海洋大学,青岛,新一线城市,经济学,399,60.0,90.0,142,模拟数据(基于历史趋势)
2022,10423,中国海洋大学,青岛,新一线城市,法学,383,54.449999999999996,83.09,52,模拟数据(基于历史趋势)
2022,10423,中国海洋大学,青岛,新一线城市,教育学,383,58.449999999999996,89.09,29,模拟数据(基于历史趋势)
2022,10423,中国海洋大学,青岛,新一线城市,文学,420,60.0,90.0,49,模拟数据(基于历史趋势)
2022,10423,中国海洋大学,青岛,新一线城市,历史学,363,53.449999999999996,79.49000000000001,43,模拟数据(基于历史趋势)
2022,10423,中国海洋大学,青岛,新一线城市,理学,353,55.949999999999996,80.19,6,模拟数据(基于历史趋势)
2022,10423,中国海洋大学,青岛,新一线城市,工学,297,46.55,63.31,80,模拟数据(基于历史趋势)
2022,10423,中国海洋大学,青岛,新一线城市,农学,301,47.15,74.23,62,模拟数据(基于历史趋势)
2022,10423,中国海洋大学,青岛,新一线城市,医学,350,49.5,76.5,57,模拟数据(基于历史趋势)
2022,10423,中国海洋大学,青岛,新一线城市,军事学,315,48.25,72.45,77,模拟数据(基于历史趋势)
2022,10423,中国海洋大学,青岛,新一线城市,管理学,420,60.0,90.0,164,模拟数据(基于历史趋势)
2022,10423,中国海洋大学,青岛,新一线城市,艺术学,397,60.0,90.0,7,模拟数据(基于历史趋势)
2022,10423,中国海洋大学,青岛,新一线城市,交叉学科,372,53.8,89.56,77,模拟数据(基于历史趋势)
2022,10486,武汉大学,武汉,新一线城市,哲学,340,54.0,73.2,66,模拟数据(基于历史趋势)
2022,10486,武汉大学,武汉,新一线城市,经济学,420,60.0,90.0,138,模拟数据(基于历史趋势)
2022,10486,武汉大学,武汉,新一线城市,法学,381,56.15,85.63000000000001,36,模拟数据(基于历史趋势)
2022,10486,武汉大学,武汉,新一线城市,教育学,383,57.449999999999996,83.09,31,模拟数据(基于历史趋势)
2022,10486,武汉大学,武汉,新一线城市,文学,420,60.0,90.0,32,模拟数据(基于历史趋势)
2022,10486,武汉大学,武汉,新一线城市,历史学,371,52.65,82.33,60,模拟数据(基于历史趋势)
2022,10486,武汉大学,武汉,新一线城市,理学,364,54.6,79.72,11,模拟数据(基于历史趋势)
2022,10486,武汉大学,武汉,新一线城市,工学,325,49.75,69.75,97,模拟数据(基于历史趋势)
2022,10486,武汉大学,武汉,新一线城市,农学,299,44.85,72.77,67,模拟数据(基于历史趋势)
2022,10486,武汉大学,武汉,新一线城市,医学,339,47.85,81.97,29,模拟数据(基于历史趋势)
2022,10486,武汉大学,武汉,新一线城市,军事学,303,42.449999999999996,69.69,44,模拟数据(基于历史趋势)
2022,10486,武汉大学,武汉,新一线城市,管理学,407,60.0,90.0,178,模拟数据(基于历史趋势)
2022,10486,武汉大学,武汉,新一线城市,艺术学,411,60.0,90.0,30,模拟数据(基于历史趋势)
2022,10486,武汉大学,武汉,新一线城市,交叉学科,363,51.449999999999996,83.49000000000001,29,模拟数据(基于历史趋势)
2022,10487,华中科技大学,武汉,新一线城市,哲学,344,53.6,76.12,56,模拟数据(基于历史趋势)
2022,10487,华中科技大学,武汉,新一线城市,经济学,404,60.0,90.0,143,模拟数据(基于历史趋势)
2022,10487,华中科技大学,武汉,新一线城市,法学,362,51.3,85.26,73,模拟数据(基于历史趋势)
2022,10487,华中科技大学,武汉,新一线城市,教育学,376,55.4,90.0,16,模拟数据(基于历史趋势)
2022,10487,华中科技大学,武汉,新一线城市,文学,418,59.699999999999996,90.0,69,模拟数据(基于历史趋势)
2022,10487,华中科技大学,武汉,新一线城市,历史学,354,52.1,80.42,77,模拟数据(基于历史趋势)
2022,10487,华中科技大学,武汉,新一线城市,理学,338,47.699999999999996,82.74000000000001,72,模拟数据(基于历史趋势)
2022,10487,华中科技大学,武汉,新一线城市,工学,292,42.8,63.16,133,模拟数据(基于历史趋势)
2022,10487,华中科技大学,武汉,新一线城市,农学,305,46.75,73.15,15,模拟数据(基于历史趋势)
2022,10487,华中科技大学,武汉,新一线城市,医学,379,56.85,86.17,46,模拟数据(基于历史趋势)
2022,10487,华中科技大学,武汉,新一线城市,军事学,299,47.85,69.77,58,模拟数据(基于历史趋势)
2022,10487,华中科技大学,武汉,新一线城市,管理学,380,57.0,88.4,131,模拟数据(基于历史趋势)
2022,10487,华中科技大学,武汉,新一线城市,艺术学,390,56.5,84.7,31,模拟数据(基于历史趋势)
2022,10487,华中科技大学,武汉,新一线城市,交叉学科,361,53.15,80.03,16,模拟数据(基于历史趋势)
2022,10533,中南大学,长沙,新一线城市,哲学,342,54.3,76.66,35,模拟数据(基于历史趋势)
2022,10533,中南大学,长沙,新一线城市,经济学,411,60.0,90.0,185,模拟数据(基于历史趋势)
2022,10533,中南大学,长沙,新一线城市,法学,356,50.4,78.88000000000001,32,模拟数据(基于历史趋势)
2022,10533,中南大学,长沙,新一线城市,教育学,384,59.599999999999994,84.32000000000001,11,模拟数据(基于历史趋势)
2022,10533,中南大学,长沙,新一线城市,文学,420,60.0,90.0,23,模拟数据(基于历史趋势)
2022,10533,中南大学,长沙,新一线城市,历史学,381,56.15,88.63000000000001,30,模拟数据(基于历史趋势)
2022,10533,中南大学,长沙,新一线城市,理学,343,48.449999999999996,73.89,15,模拟数据(基于历史趋势)
2022,10533,中南大学,长沙,新一线城市,工学,294,45.1,63.620000000000005,55,模拟数据(基于历史趋势)
2022,10533,中南大学,长沙,新一线城市,农学,294,41.1,72.62,21,模拟数据(基于历史趋势)
2022,10533,中南大学,长沙,新一线城市,医学,348,53.199999999999996,83.04,53,模拟数据(基于历史趋势)
2022,10533,中南大学,长沙,新一线城市,军事学,316,50.4,71.68,58,模拟数据(基于历史趋势)
2022,10533,中南大学,长沙,新一线城市,管理学,417,60.0,90.0,70,模拟数据(基于历史趋势)
2022,10533,中南大学,长沙,新一线城市,艺术学,416,60.0,90.0,52,模拟数据(基于历史趋势)
2022,10533,中南大学,长沙,新一线城市,交叉学科,344,51.6,80.12,14,模拟数据(基于历史趋势)
2022,10532,湖南大学,长沙,新一线城市,哲学,342,50.3,75.66,78,模拟数据(基于历史趋势)
2022,10532,湖南大学,长沙,新一线城市,经济学,416,60.0,90.0,143,模拟数据(基于历史趋势)
2022,10532,湖南大学,长沙,新一线城市,法学,388,60.0,89.24000000000001,76,模拟数据(基于历史趋势)
2022,10532,湖南大学,长沙,新一线城市,教育学,374,55.1,81.02000000000001,43,模拟数据(基于历史趋势)
2022,10532,湖南大学,长沙,新一线城市,文学,406,59.9,90.0,42,模拟数据(基于历史趋势)
2022,10532,湖南大学,长沙,新一线城市,历史学,366,55.9,84.18,42,模拟数据(基于历史趋势)
2022,10532,湖南大学,长沙,新一线城市,理学,327,48.05,75.21000000000001,34,模拟数据(基于历史趋势)
2022,10532,湖南大学,长沙,新一线城市,工学,307,43.05,67.61,48,模拟数据(基于历史趋势)
2022,10532,湖南大学,长沙,新一线城市,农学,302,44.3,68.46000000000001,29,模拟数据(基于历史趋势)
2022,10532,湖南大学,长沙,新一线城市,医学,335,51.25,79.05,30,模拟数据(基于历史趋势)
2022,10532,湖南大学,长沙,新一线城市,军事学,292,44.8,63.16,6,模拟数据(基于历史趋势)
2022,10532,湖南大学,长沙,新一线城市,管理学,382,60.0,90.0,167,模拟数据(基于历史趋势)
2022,10532,湖南大学,长沙,新一线城市,艺术学,386,57.9,90.0,54,模拟数据(基于历史趋势)
2022,10532,湖南大学,长沙,新一线城市,交叉学科,385,59.75,90.0,43,模拟数据(基于历史趋势)
2022,10558,中山大学,广州,一线城市,哲学,341,48.15,79.43,11,模拟数据(基于历史趋势)
2022,10558,中山大学,广州,一线城市,经济学,420,60.0,90.0,71,模拟数据(基于历史趋势)
2022,10558,中山大学,广州,一线城市,法学,377,58.55,85.71000000000001,35,模拟数据(基于历史趋势)
2022,10558,中山大学,广州,一线城市,教育学,389,60.0,87.47,53,模拟数据(基于历史趋势)
2022,10558,中山大学,广州,一线城市,文学,420,60.0,90.0,42,模拟数据(基于历史趋势)
2022,10558,中山大学,广州,一线城市,历史学,363,54.449999999999996,78.49000000000001,68,模拟数据(基于历史趋势)
2022,10558,中山大学,广州,一线城市,理学,366,53.9,85.18,65,模拟数据(基于历史趋势)
2022,10558,中山大学,广州,一线城市,工学,318,45.699999999999996,77.14,34,模拟数据(基于历史趋势)
2022,10558,中山大学,广州,一线城市,农学,309,48.35,67.07000000000001,21,模拟数据(基于历史趋势)
2022,10558,中山大学,广州,一线城市,医学,363,57.449999999999996,80.49000000000001,73,模拟数据(基于历史趋势)
2022,10558,中山大学,广州,一线城市,军事学,298,45.699999999999996,68.54,33,模拟数据(基于历史趋势)
2022,10558,中山大学,广州,一线城市,管理学,410,59.5,90.0,148,模拟数据(基于历史趋势)
2022,10558,中山大学,广州,一线城市,艺术学,414,60.0,90.0,15,模拟数据(基于历史趋势)
2022,10558,中山大学,广州,一线城市,交叉学科,379,53.85,90.0,31,模拟数据(基于历史趋势)
2022,10561,华南理工大学,广州,一线城市,哲学,359,56.85,79.57000000000001,44,模拟数据(基于历史趋势)
2022,10561,华南理工大学,广州,一线城市,经济学,420,60.0,90.0,32,模拟数据(基于历史趋势)
2022,10561,华南理工大学,广州,一线城市,法学,363,55.449999999999996,82.49000000000001,75,模拟数据(基于历史趋势)
2022,10561,华南理工大学,广州,一线城市,教育学,383,55.449999999999996,90.0,8,模拟数据(基于历史趋势)
2022,10561,华南理工大学,广州,一线城市,文学,420,60.0,90.0,6,模拟数据(基于历史趋势)
2022,10561,华南理工大学,广州,一线城市,历史学,382,57.3,84.86,68,模拟数据(基于历史趋势)
2022,10561,华南理工大学,广州,一线城市,理学,358,53.699999999999996,85.34,69,模拟数据(基于历史趋势)
2022,10561,华南理工大学,广州,一线城市,工学,303,47.449999999999996,66.69,195,模拟数据(基于历史趋势)
2022,10561,华南理工大学,广州,一线城市,农学,308,43.199999999999996,73.84,47,模拟数据(基于历史趋势)
2022,10561,华南理工大学,广州,一线城市,医学,360,51.0,82.8,55,模拟数据(基于历史趋势)
2022,10561,华南理工大学,广州,一线城市,军事学,320,48.0,78.60000000000001,44,模拟数据(基于历史趋势)
2022,10561,华南理工大学,广州,一线城市,管理学,416,60.0,90.0,188,模拟数据(基于历史趋势)
2022,10561,华南理工大学,广州,一线城市,艺术学,405,57.75,89.15,9,模拟数据(基于历史趋势)
2022,10561,华南理工大学,广州,一线城市,交叉学科,368,53.199999999999996,89.64,75,模拟数据(基于历史趋势)
2022,10610,四川大学,成都,新一线城市,哲学,342,52.3,79.66,51,模拟数据(基于历史趋势)
2022,10610,四川大学,成都,新一线城市,经济学,410,59.5,90.0,79,模拟数据(基于历史趋势)
2022,10610,四川大学,成都,新一线城市,法学,367,56.05,81.41,80,模拟数据(基于历史趋势)
2022,10610,四川大学,成都,新一线城市,教育学,390,58.5,90.0,19,模拟数据(基于历史趋势)
2022,10610,四川大学,成都,新一线城市,文学,398,60.0,89.54,24,模拟数据(基于历史趋势)
2022,10610,四川大学,成都,新一线城市,历史学,373,57.949999999999996,88.79,52,模拟数据(基于历史趋势)
2022,10610,四川大学,成都,新一线城市,理学,324,50.6,70.52000000000001,56,模拟数据(基于历史趋势)
2022,10610,四川大学,成都,新一线城市,工学,328,46.199999999999996,72.44,89,模拟数据(基于历史趋势)
2022,10610,四川大学,成都,新一线城市,农学,288,46.199999999999996,69.24000000000001,56,模拟数据(基于历史趋势)
2022,10610,四川大学,成都,新一线城市,医学,366,56.9,87.18,14,模拟数据(基于历史趋势)
2022,10610,四川大学,成都,新一线城市,军事学,316,44.4,77.68,22,模拟数据(基于历史趋势)
2022,10610,四川大学,成都,新一线城市,管理学,411,58.65,90.0,133,模拟数据(基于历史趋势)
2022,10610,四川大学,成都,新一线城市,艺术学,396,60.0,90.0,37,模拟数据(基于历史趋势)
2022,10610,四川大学,成都,新一线城市,交叉学科,345,54.75,75.35000000000001,78,模拟数据(基于历史趋势)
2022,10611,重庆大学,重庆,新一线城市,哲学,361,55.15,84.03,71,模拟数据(基于历史趋势)
2022,10611,重庆大学,重庆,新一线城市,经济学,410,59.5,90.0,131,模拟数据(基于历史趋势)
2022,10611,重庆大学,重庆,新一线城市,法学,357,55.55,86.11,67,模拟数据(基于历史趋势)
2022,10611,重庆大学,重庆,新一线城市,教育学,379,57.85,87.17,22,模拟数据(基于历史趋势)
2022,10611,重庆大学,重庆,新一线城市,文学,420,60.0,90.0,64,模拟数据(基于历史趋势)
2022,10611,重庆大学,重庆,新一线城市,历史学,383,54.449999999999996,88.09,26,模拟数据(基于历史趋势)
2022,10611,重庆大学,重庆,新一线城市,理学,339,48.85,76.97,72,模拟数据(基于历史趋势)
2022,10611,重庆大学,重庆,新一线城市,工学,307,44.05,65.61,131,模拟数据(基于历史趋势)
2022,10611,重庆大学,重庆,新一线城市,农学,293,45.949999999999996,72.39,47,模拟数据(基于历史趋势)
2022,10611,重庆大学,重庆,新一线城市,医学,367,52.05,83.41,54,模拟数据(基于历史趋势)
2022,10611,重庆大学,重庆,新一线城市,军事学,293,44.949999999999996,69.39,62,模拟数据(基于历史趋势)
2022,10611,重庆大学,重庆,新一线城市,管理学,393,59.949999999999996,90.0,48,模拟数据(基于历史趋势)
2022,10611,重庆大学,重庆,新一线城市,艺术学,394,59.099999999999994,89.62,18,模拟数据(基于历史趋势)
2022,10611,重庆大学,重庆,新一线城市,交叉学科,349,49.35,75.27000000000001,73,模拟数据(基于历史趋势)
2022,10614,电子科技大学,成都,新一线城市,哲学,353,53.949999999999996,86.19,8,模拟数据(基于历史趋势)
2022,10614,电子科技大学,成都,新一线城市,经济学,412,60.0,90.0,139,模拟数据(基于历史趋势)
2022,10614,电子科技大学,成都,新一线城市,法学,386,60.0,90.0,12,模拟数据(基于历史趋势)
2022,10614,电子科技大学,成都,新一线城市,教育学,389,58.349999999999994,84.47,35,模拟数据(基于历史趋势)
2022,10614,电子科技大学,成都,新一线城市,文学,409,60.0,90.0,70,模拟数据(基于历史趋势)
2022,10614,电子科技大学,成都,新一线城市,历史学,379,55.85,89.17,70,模拟数据(基于历史趋势)
2022,10614,电子科技大学,成都,新一线城市,理学,341,50.15,75.43,58,模拟数据(基于历史趋势)
2022,10614,电子科技大学,成都,新一线城市,工学,312,46.8,72.76,79,模拟数据(基于历史趋势)
2022,10614,电子科技大学,成都,新一线城市,农学,301,44.15,72.23,50,模拟数据(基于历史趋势)
2022,10614,电子科技大学,成都,新一线城市,医学,351,52.65,85.73,37,模拟数据(基于历史趋势)
2022,10614,电子科技大学,成都,新一线城市,军事学,295,45.25,63.85000000000001,64,模拟数据(基于历史趋势)
2022,10614,电子科技大学,成都,新一线城市,管理学,420,60.0,90.0,85,模拟数据(基于历史趋势)
2022,10614,电子科技大学,成都,新一线城市,艺术学,404,59.599999999999994,90.0,27,模拟数据(基于历史趋势)
2022,10614,电子科技大学,成都,新一线城市,交叉学科,347,49.05,80.81,23,模拟数据(基于历史趋势)
2022,10698,西安交通大学,西安,新一线城市,哲学,353,52.949999999999996,76.19,23,模拟数据(基于历史趋势)
2022,10698,西安交通大学,西安,新一线城市,经济学,392,57.8,85.16000000000001,145,模拟数据(基于历史趋势)
2022,10698,西安交通大学,西安,新一线城市,法学,385,54.75,90.0,71,模拟数据(基于历史趋势)
2022,10698,西安交通大学,西安,新一线城市,教育学,390,59.5,84.7,42,模拟数据(基于历史趋势)
2022,10698,西安交通大学,西安,新一线城市,文学,392,56.8,90.0,13,模拟数据(基于历史趋势)
2022,10698,西安交通大学,西安,新一线城市,历史学,358,53.699999999999996,81.34,24,模拟数据(基于历史趋势)
2022,10698,西安交通大学,西安,新一线城市,理学,349,51.35,82.27000000000001,45,模拟数据(基于历史趋势)
2022,10698,西安交通大学,西安,新一线城市,工学,304,46.6,69.92,55,模拟数据(基于历史趋势)
2022,10698,西安交通大学,西安,新一线城市,农学,288,40.199999999999996,65.24000000000001,21,模拟数据(基于历史趋势)
2022,10698,西安交通大学,西安,新一线城市,医学,332,47.8,77.36,58,模拟数据(基于历史趋势)
2022,10698,西安交通大学,西安,新一线城市,军事学,288,40.199999999999996,62.24000000000001,23,模拟数据(基于历史趋势)
2022,10698,西安交通大学,西安,新一线城市,管理学,413,58.949999999999996,90.0,173,模拟数据(基于历史趋势)
2022,10698,西安交通大学,西安,新一线城市,艺术学,413,60.0,90.0,66,模拟数据(基于历史趋势)
2022,10698,西安交通大学,西安,新一线城市,交叉学科,356,51.4,81.88000000000001,18,模拟数据(基于历史趋势)
2022,10699,西北工业大学,西安,新一线城市,哲学,333,46.949999999999996,76.59,36,模拟数据(基于历史趋势)
2022,10699,西北工业大学,西安,新一线城市,经济学,398,57.699999999999996,90.0,103,模拟数据(基于历史趋势)
2022,10699,西北工业大学,西安,新一线城市,法学,384,59.599999999999994,89.32000000000001,45,模拟数据(基于历史趋势)
2022,10699,西北工业大学,西安,新一线城市,教育学,383,56.449999999999996,84.09,24,模拟数据(基于历史趋势)
2022,10699,西北工业大学,西安,新一线城市,文学,408,59.199999999999996,90.0,76,模拟数据(基于历史趋势)
2022,10699,西北工业大学,西安,新一线城市,历史学,371,57.65,90.0,58,模拟数据(基于历史趋势)
2022,10699,西北工业大学,西安,新一线城市,理学,339,47.85,76.97,48,模拟数据(基于历史趋势)
2022,10699,西北工业大学,西安,新一线城市,工学,323,45.449999999999996,78.29,113,模拟数据(基于历史趋势)
2022,10699,西北工业大学,西安,新一线城市,农学,282,44.3,62.86,26,模拟数据(基于历史趋势)
2022,10699,西北工业大学,西安,新一线城市,医学,355,55.25,80.65,27,模拟数据(基于历史趋势)
2022,10699,西北工业大学,西安,新一线城市,军事学,314,50.1,67.22,45,模拟数据(基于历史趋势)
2022,10699,西北工业大学,西安,新一线城市,管理学,414,59.099999999999994,90.0,66,模拟数据(基于历史趋势)
2022,10699,西北工业大学,西安,新一线城市,艺术学,389,58.349999999999994,84.47,54,模拟数据(基于历史趋势)
2022,10699,西北工业大学,西安,新一线城市,交叉学科,352,53.8,84.96000000000001,60,模拟数据(基于历史趋势)
2022,10712,西北农林科技大学,杨凌,其他城市,哲学,347,50.05,76.81,51,模拟数据(基于历史趋势)
2022,10712,西北农林科技大学,杨凌,其他城市,经济学,420,60.0,90.0,36,模拟数据(基于历史趋势)
2022,10712,西北农林科技大学,杨凌,其他城市,法学,354,54.1,86.42,37,模拟数据(基于历史趋势)
2022,10712,西北农林科技大学,杨凌,其他城市,教育学,359,54.85,82.57000000000001,37,模拟数据(基于历史趋势)
2022,10712,西北农林科技大学,杨凌,其他城市,文学,408,60.0,90.0,37,模拟数据(基于历史趋势)
2022,10712,西北农林科技大学,杨凌,其他城市,历史学,364,55.6,88.72,7,模拟数据(基于历史趋势)
2022,10712,西北农林科技大学,杨凌,其他城市,理学,349,51.35,77.27000000000001,9,模拟数据(基于历史趋势)
2022,10712,西北农林科技大学,杨凌,其他城市,工学,301,47.15,73.23,72,模拟数据(基于历史趋势)
2022,10712,西北农林科技大学,杨凌,其他城市,农学,287,41.05,63.010000000000005,46,模拟数据(基于历史趋势)
2022,10712,西北农林科技大学,杨凌,其他城市,医学,366,55.9,83.18,62,模拟数据(基于历史趋势)
2022,10712,西北农林科技大学,杨凌,其他城市,军事学,290,41.5,67.7,9,模拟数据(基于历史趋势)
2022,10712,西北农林科技大学,杨凌,其他城市,管理学,391,59.65,89.93,175,模拟数据(基于历史趋势)
2022,10712,西北农林科技大学,杨凌,其他城市,艺术学,416,59.4,90.0,52,模拟数据(基于历史趋势)
2022,10712,西北农林科技大学,杨凌,其他城市,交叉学科,355,55.25,78.65,5,模拟数据(基于历史趋势)
2022,10730,兰州大学,兰州,其他城市,哲学,331,49.65,80.13000000000001,29,模拟数据(基于历史趋势)
2022,10730,兰州大学,兰州,其他城市,经济学,402,60.0,90.0,90,模拟数据(基于历史趋势)
2022,10730,兰州大学,兰州,其他城市,法学,356,56.4,76.88000000000001,40,模拟数据(基于历史趋势)
2022,10730,兰州大学,兰州,其他城市,教育学,380,60.0,90.0,43,模拟数据(基于历史趋势)
2022,10730,兰州大学,兰州,其他城市,文学,408,60.0,90.0,74,模拟数据(基于历史趋势)
2022,10730,兰州大学,兰州,其他城市,历史学,354,55.1,76.42,43,模拟数据(基于历史趋势)
2022,10730,兰州大学,兰州,其他城市,理学,327,49.05,76.21000000000001,19,模拟数据(基于历史趋势)
2022,10730,兰州大学,兰州,其他城市,工学,287,44.05,62.010000000000005,167,模拟数据(基于历史趋势)
2022,10730,兰州大学,兰州,其他城市,农学,265,42.75,65.95,27,模拟数据(基于历史趋势)
2022,10730,兰州大学,兰州,其他城市,医学,330,47.5,72.9,5,模拟数据(基于历史趋势)
2022,10730,兰州大学,兰州,其他城市,军事学,292,42.8,72.16,69,模拟数据(基于历史趋势)
2022,10730,兰州大学,兰州,其他城市,管理学,404,60.0,87.92,60,模拟数据(基于历史趋势)
2022,10730,兰州大学,兰州,其他城市,艺术学,385,54.75,90.0,41,模拟数据(基于历史趋势)
2022,10730,兰州大学,兰州,其他城市,交叉学科,355,53.25,84.65,19,模拟数据(基于历史趋势)
2022,10141,大连理工大学,大连,新一线城市,哲学,357,53.55,85.11,51,模拟数据(基于历史趋势)
2022,10141,大连理工大学,大连,新一线城市,经济学,418,60.0,90.0,108,模拟数据(基于历史趋势)
2022,10141,大连理工大学,大连,新一线城市,法学,363,55.449999999999996,85.49000000000001,77,模拟数据(基于历史趋势)
2022,10141,大连理工大学,大连,新一线城市,教育学,372,52.8,87.56,34,模拟数据(基于历史趋势)
2022,10141,大连理工大学,大连,新一线城市,文学,412,60.0,90.0,30,模拟数据(基于历史趋势)
2022,10141,大连理工大学,大连,新一线城市,历史学,368,55.199999999999996,85.64,6,模拟数据(基于历史趋势)
2022,10141,大连理工大学,大连,新一线城市,理学,349,49.35,81.27000000000001,16,模拟数据(基于历史趋势)
2022,10141,大连理工大学,大连,新一线城市,工学,297,47.55,68.31,134,模拟数据(基于历史趋势)
2022,10141,大连理工大学,大连,新一线城市,农学,298,45.699999999999996,63.540000000000006,24,模拟数据(基于历史趋势)
2022,10141,大连理工大学,大连,新一线城市,医学,369,52.35,83.87,8,模拟数据(基于历史趋势)
2022,10141,大连理工大学,大连,新一线城市,军事学,302,47.3,64.46000000000001,79,模拟数据(基于历史趋势)
2022,10141,大连理工大学,大连,新一线城市,管理学,405,60.0,89.15,151,模拟数据(基于历史趋势)
2022,10141,大连理工大学,大连,新一线城市,艺术学,383,60.0,90.0,36,模拟数据(基于历史趋势)
2022,10141,大连理工大学,大连,新一线城市,交叉学科,355,56.25,77.65,38,模拟数据(基于历史趋势)
2022,10145,东北大学,沈阳,新一线城市,哲学,348,49.199999999999996,77.04,80,模拟数据(基于历史趋势)
2022,10145,东北大学,沈阳,新一线城市,经济学,420,60.0,90.0,177,模拟数据(基于历史趋势)
2022,10145,东北大学,沈阳,新一线城市,法学,360,56.0,84.8,48,模拟数据(基于历史趋势)
2022,10145,东北大学,沈阳,新一线城市,教育学,385,55.75,85.55,30,模拟数据(基于历史趋势)
2022,10145,东北大学,沈阳,新一线城市,文学,408,58.199999999999996,90.0,37,模拟数据(基于历史趋势)
2022,10145,东北大学,沈阳,新一线城市,历史学,365,51.75,78.95,61,模拟数据(基于历史趋势)
2022,10145,东北大学,沈阳,新一线城市,理学,344,48.6,78.12,38,模拟数据(基于历史趋势)
2022,10145,东北大学,沈阳,新一线城市,工学,311,47.65,66.53,48,模拟数据(基于历史趋势)
