年份,学校代码,学校名称,城市,地区类别,学科门类,总分要求,单科满分100,单科满分150,拟招生人数,数据来源,学校层次,是否一线城市,学科热度
2022,10006,北京航空航天大学,北京,一线城市,农学,297,46,67,45,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10006,北京航空航天大学,北京,一线城市,医学,336,52,78,65,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10006,北京航空航天大学,北京,一线城市,军事学,302,45,74,72,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10006,北京航空航天大学,北京,一线城市,管理学,420,60,90,176,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2022,10006,北京航空航天大学,北京,一线城市,艺术学,408,58,90,23,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2022,10006,北京航空航天大学,北京,一线城市,交叉学科,369,58,79,56,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10007,北京理工大学,北京,一线城市,哲学,348,51,78,60,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10007,北京理工大学,北京,一线城市,经济学,406,60,89,32,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2022,10007,北京理工大学,北京,一线城市,法学,392,58,90,26,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10007,北京理工大学,北京,一线城市,教育学,402,60,90,28,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10007,北京理工大学,北京,一线城市,文学,413,60,90,73,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2022,10007,北京理工大学,北京,一线城市,历史学,384,60,86,33,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10007,北京理工大学,北京,一线城市,理学,353,50,76,18,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10007,北京理工大学,北京,一线城市,工学,304,43,65,68,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10007,北京理工大学,北京,一线城市,农学,313,46,67,14,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10007,北京理工大学,北京,一线城市,医学,353,54,76,54,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10007,北京理工大学,北京,一线城市,军事学,312,45,72,75,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10007,北京理工大学,北京,一线城市,管理学,420,60,90,171,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2022,10007,北京理工大学,北京,一线城市,艺术学,411,59,90,76,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2022,10007,北京理工大学,北京,一线城市,交叉学科,384,56,90,26,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10027,北京师范大学,北京,一线城市,哲学,347,54,74,54,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10027,北京师范大学,北京,一线城市,经济学,420,60,90,59,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2022,10027,北京师范大学,北京,一线城市,法学,385,57,84,9,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10027,北京师范大学,北京,一线城市,教育学,394,60,90,59,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10027,北京师范大学,北京,一线城市,文学,411,60,90,31,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2022,10027,北京师范大学,北京,一线城市,历史学,384,54,84,53,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10027,北京师范大学,北京,一线城市,理学,368,57,87,80,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10027,北京师范大学,北京,一线城市,工学,304,43,74,200,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10027,北京师范大学,北京,一线城市,农学,292,42,63,74,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10027,北京师范大学,北京,一线城市,医学,368,54,80,78,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10027,北京师范大学,北京,一线城市,军事学,288,44,71,75,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10027,北京师范大学,北京,一线城市,管理学,392,57,90,160,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2022,10027,北京师范大学,北京,一线城市,艺术学,420,60,90,47,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2022,10027,北京师范大学,北京,一线城市,交叉学科,348,49,82,65,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10019,中国农业大学,北京,一线城市,哲学,367,56,81,38,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10019,中国农业大学,北京,一线城市,经济学,420,60,90,132,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2022,10019,中国农业大学,北京,一线城市,法学,379,56,86,60,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10019,中国农业大学,北京,一线城市,教育学,379,59,86,55,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10019,中国农业大学,北京,一线城市,文学,405,60,90,29,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2022,10019,中国农业大学,北京,一线城市,历史学,371,52,81,67,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10019,中国农业大学,北京,一线城市,理学,363,57,78,47,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10019,中国农业大学,北京,一线城市,工学,333,48,80,38,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10019,中国农业大学,北京,一线城市,农学,296,47,64,77,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10019,中国农业大学,北京,一线城市,医学,357,52,78,12,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10019,中国农业大学,北京,一线城市,军事学,307,43,73,25,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10019,中国农业大学,北京,一线城市,管理学,413,60,90,142,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2022,10019,中国农业大学,北京,一线城市,艺术学,394,60,90,70,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2022,10019,中国农业大学,北京,一线城市,交叉学科,361,56,78,41,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10246,复旦大学,上海,一线城市,哲学,357,50,80,18,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2022,10246,复旦大学,上海,一线城市,经济学,413,60,90,162,模拟数据(基于历史趋势),TOP5,一线城市,热门学科
2022,10246,复旦大学,上海,一线城市,法学,378,57,82,48,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2022,10246,复旦大学,上海,一线城市,教育学,389,60,84,56,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2022,10246,复旦大学,上海,一线城市,文学,420,60,90,54,模拟数据(基于历史趋势),TOP5,一线城市,热门学科
2022,10246,复旦大学,上海,一线城市,历史学,374,56,84,9,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2022,10246,复旦大学,上海,一线城市,理学,369,57,84,65,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2022,10246,复旦大学,上海,一线城市,工学,316,46,74,42,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2022,10246,复旦大学,上海,一线城市,农学,320,45,70,34,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2022,10246,复旦大学,上海,一线城市,医学,364,51,82,33,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2022,10246,复旦大学,上海,一线城市,军事学,320,47,70,32,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2022,10246,复旦大学,上海,一线城市,管理学,398,58,90,144,模拟数据(基于历史趋势),TOP5,一线城市,热门学科
2022,10246,复旦大学,上海,一线城市,艺术学,419,60,90,16,模拟数据(基于历史趋势),TOP5,一线城市,热门学科
2022,10246,复旦大学,上海,一线城市,交叉学科,377,55,81,71,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2022,10248,上海交通大学,上海,一线城市,哲学,377,56,90,58,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2022,10248,上海交通大学,上海,一线城市,经济学,403,60,90,99,模拟数据(基于历史趋势),TOP5,一线城市,热门学科
2022,10248,上海交通大学,上海,一线城市,法学,389,56,90,23,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2022,10248,上海交通大学,上海,一线城市,教育学,407,60,90,59,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2022,10248,上海交通大学,上海,一线城市,文学,420,60,90,17,模拟数据(基于历史趋势),TOP5,一线城市,热门学科
2022,10248,上海交通大学,上海,一线城市,历史学,387,56,88,48,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2022,10248,上海交通大学,上海,一线城市,理学,381,56,89,7,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2022,10248,上海交通大学,上海,一线城市,工学,318,44,75,41,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2022,10248,上海交通大学,上海,一线城市,农学,313,44,69,39,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2022,10248,上海交通大学,上海,一线城市,医学,377,53,88,12,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2022,10248,上海交通大学,上海,一线城市,军事学,308,45,72,74,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2022,10248,上海交通大学,上海,一线城市,管理学,420,60,90,101,模拟数据(基于历史趋势),TOP5,一线城市,热门学科
2022,10248,上海交通大学,上海,一线城市,艺术学,419,60,90,28,模拟数据(基于历史趋势),TOP5,一线城市,热门学科
2022,10248,上海交通大学,上海,一线城市,交叉学科,371,52,86,80,模拟数据(基于历史趋势),TOP5,一线城市,一般学科
2022,10247,同济大学,上海,一线城市,哲学,355,50,84,50,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10247,同济大学,上海,一线城市,经济学,420,60,90,129,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2022,10247,同济大学,上海,一线城市,法学,367,55,87,27,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10247,同济大学,上海,一线城市,教育学,397,60,90,66,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10247,同济大学,上海,一线城市,文学,395,56,87,44,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2022,10247,同济大学,上海,一线城市,历史学,389,56,90,42,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10247,同济大学,上海,一线城市,理学,333,47,74,35,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10247,同济大学,上海,一线城市,工学,303,43,67,67,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10247,同济大学,上海,一线城市,农学,309,46,74,31,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10247,同济大学,上海,一线城市,医学,348,53,78,67,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10247,同济大学,上海,一线城市,军事学,310,48,66,68,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10247,同济大学,上海,一线城市,管理学,412,60,90,119,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2022,10247,同济大学,上海,一线城市,艺术学,408,60,90,5,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2022,10247,同济大学,上海,一线城市,交叉学科,388,55,90,31,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10269,华东师范大学,上海,一线城市,哲学,349,49,82,75,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10269,华东师范大学,上海,一线城市,经济学,420,60,90,49,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2022,10269,华东师范大学,上海,一线城市,法学,372,54,83,79,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10269,华东师范大学,上海,一线城市,教育学,383,54,90,6,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10269,华东师范大学,上海,一线城市,文学,420,60,90,20,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2022,10269,华东师范大学,上海,一线城市,历史学,359,52,81,51,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10269,华东师范大学,上海,一线城市,理学,356,54,82,13,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10269,华东师范大学,上海,一线城市,工学,300,44,65,144,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10269,华东师范大学,上海,一线城市,农学,294,43,70,9,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10269,华东师范大学,上海,一线城市,医学,365,54,84,15,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10269,华东师范大学,上海,一线城市,军事学,304,46,74,62,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10269,华东师范大学,上海,一线城市,管理学,420,60,90,75,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2022,10269,华东师范大学,上海,一线城市,艺术学,397,56,86,45,模拟数据(基于历史趋势),其他自划线高校,一线城市,热门学科
2022,10269,华东师范大学,上海,一线城市,交叉学科,356,51,86,45,模拟数据(基于历史趋势),其他自划线高校,一线城市,一般学科
2022,10284,南京大学,南京,新一线城市,哲学,347,53,78,14,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10284,南京大学,南京,新一线城市,经济学,397,56,90,52,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10284,南京大学,南京,新一线城市,法学,376,57,81,34,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10284,南京大学,南京,新一线城市,教育学,381,58,84,61,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10284,南京大学,南京,新一线城市,文学,395,57,90,21,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10284,南京大学,南京,新一线城市,历史学,357,56,83,74,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10284,南京大学,南京,新一线城市,理学,344,50,83,31,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10284,南京大学,南京,新一线城市,工学,289,41,63,78,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10284,南京大学,南京,新一线城市,农学,302,45,66,15,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10284,南京大学,南京,新一线城市,医学,365,51,85,9,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10284,南京大学,南京,新一线城市,军事学,299,46,65,17,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10284,南京大学,南京,新一线城市,管理学,404,60,90,44,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10284,南京大学,南京,新一线城市,艺术学,413,60,90,38,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10284,南京大学,南京,新一线城市,交叉学科,381,54,88,41,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10286,东南大学,南京,新一线城市,哲学,343,49,73,66,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10286,东南大学,南京,新一线城市,经济学,411,60,90,159,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10286,东南大学,南京,新一线城市,法学,372,53,89,65,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10286,东南大学,南京,新一线城市,教育学,376,57,86,33,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10286,东南大学,南京,新一线城市,文学,420,60,90,35,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10286,东南大学,南京,新一线城市,历史学,349,52,81,37,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10286,东南大学,南京,新一线城市,理学,343,54,81,73,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10286,东南大学,南京,新一线城市,工学,284,40,61,77,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10286,东南大学,南京,新一线城市,农学,290,43,69,6,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10286,东南大学,南京,新一线城市,医学,363,55,81,80,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10286,东南大学,南京,新一线城市,军事学,284,43,62,71,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10286,东南大学,南京,新一线城市,管理学,388,55,87,116,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10286,东南大学,南京,新一线城市,艺术学,415,60,90,72,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10286,东南大学,南京,新一线城市,交叉学科,381,55,82,29,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10335,浙江大学,杭州,新一线城市,哲学,369,56,79,23,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2022,10335,浙江大学,杭州,新一线城市,经济学,400,60,90,55,模拟数据(基于历史趋势),TOP5,非一线城市,热门学科
2022,10335,浙江大学,杭州,新一线城市,法学,390,60,89,41,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2022,10335,浙江大学,杭州,新一线城市,教育学,396,59,86,26,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2022,10335,浙江大学,杭州,新一线城市,文学,420,60,90,46,模拟数据(基于历史趋势),TOP5,非一线城市,热门学科
2022,10335,浙江大学,杭州,新一线城市,历史学,370,54,85,32,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2022,10335,浙江大学,杭州,新一线城市,理学,348,50,82,44,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2022,10335,浙江大学,杭州,新一线城市,工学,325,47,69,32,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2022,10335,浙江大学,杭州,新一线城市,农学,298,44,71,60,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2022,10335,浙江大学,杭州,新一线城市,医学,363,53,78,79,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2022,10335,浙江大学,杭州,新一线城市,军事学,341,52,77,8,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2022,10335,浙江大学,杭州,新一线城市,管理学,420,60,90,67,模拟数据(基于历史趋势),TOP5,非一线城市,热门学科
2022,10335,浙江大学,杭州,新一线城市,艺术学,420,60,90,72,模拟数据(基于历史趋势),TOP5,非一线城市,热门学科
2022,10335,浙江大学,杭州,新一线城市,交叉学科,348,55,82,74,模拟数据(基于历史趋势),TOP5,非一线城市,一般学科
2022,10358,中国科学技术大学,合肥,新一线城市,哲学,357,51,80,17,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10358,中国科学技术大学,合肥,新一线城市,经济学,396,57,87,174,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10358,中国科学技术大学,合肥,新一线城市,法学,355,50,77,54,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10358,中国科学技术大学,合肥,新一线城市,教育学,394,56,90,34,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10358,中国科学技术大学,合肥,新一线城市,文学,405,60,90,21,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10358,中国科学技术大学,合肥,新一线城市,历史学,375,58,87,32,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10358,中国科学技术大学,合肥,新一线城市,理学,355,51,81,9,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10358,中国科学技术大学,合肥,新一线城市,工学,301,48,69,200,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10358,中国科学技术大学,合肥,新一线城市,农学,297,44,69,72,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10358,中国科学技术大学,合肥,新一线城市,医学,345,51,80,46,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10358,中国科学技术大学,合肥,新一线城市,军事学,280,40,64,78,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10358,中国科学技术大学,合肥,新一线城市,管理学,420,60,90,118,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10358,中国科学技术大学,合肥,新一线城市,艺术学,405,57,90,50,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10358,中国科学技术大学,合肥,新一线城市,交叉学科,344,49,83,62,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10422,山东大学,济南,新一线城市,哲学,346,48,78,64,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10422,山东大学,济南,新一线城市,经济学,418,60,90,195,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10422,山东大学,济南,新一线城市,法学,391,58,88,36,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10422,山东大学,济南,新一线城市,教育学,372,53,86,50,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10422,山东大学,济南,新一线城市,文学,395,57,88,43,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10422,山东大学,济南,新一线城市,历史学,356,56,85,53,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10422,山东大学,济南,新一线城市,理学,333,51,81,61,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10422,山东大学,济南,新一线城市,工学,324,46,72,127,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10422,山东大学,济南,新一线城市,农学,294,43,71,14,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10422,山东大学,济南,新一线城市,医学,348,52,84,40,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10422,山东大学,济南,新一线城市,军事学,316,44,76,80,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10422,山东大学,济南,新一线城市,管理学,408,60,90,95,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10422,山东大学,济南,新一线城市,艺术学,420,60,90,19,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10422,山东大学,济南,新一线城市,交叉学科,345,52,80,13,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10423,中国海洋大学,青岛,新一线城市,哲学,334,51,72,21,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10423,中国海洋大学,青岛,新一线城市,经济学,399,60,90,142,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10423,中国海洋大学,青岛,新一线城市,法学,383,54,83,52,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10423,中国海洋大学,青岛,新一线城市,教育学,383,58,89,29,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10423,中国海洋大学,青岛,新一线城市,文学,420,60,90,49,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10423,中国海洋大学,青岛,新一线城市,历史学,363,53,79,43,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10423,中国海洋大学,青岛,新一线城市,理学,353,55,80,6,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10423,中国海洋大学,青岛,新一线城市,工学,297,46,63,80,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10423,中国海洋大学,青岛,新一线城市,农学,301,47,74,62,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10423,中国海洋大学,青岛,新一线城市,医学,350,49,76,57,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10423,中国海洋大学,青岛,新一线城市,军事学,315,48,72,77,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10423,中国海洋大学,青岛,新一线城市,管理学,420,60,90,164,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10423,中国海洋大学,青岛,新一线城市,艺术学,397,60,90,7,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10423,中国海洋大学,青岛,新一线城市,交叉学科,372,53,89,77,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10486,武汉大学,武汉,新一线城市,哲学,340,54,73,66,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10486,武汉大学,武汉,新一线城市,经济学,420,60,90,138,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10486,武汉大学,武汉,新一线城市,法学,381,56,85,36,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10486,武汉大学,武汉,新一线城市,教育学,383,57,83,31,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10486,武汉大学,武汉,新一线城市,文学,420,60,90,32,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10486,武汉大学,武汉,新一线城市,历史学,371,52,82,60,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10486,武汉大学,武汉,新一线城市,理学,364,54,79,11,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10486,武汉大学,武汉,新一线城市,工学,325,49,69,97,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10486,武汉大学,武汉,新一线城市,农学,299,44,72,67,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10486,武汉大学,武汉,新一线城市,医学,339,47,81,29,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10486,武汉大学,武汉,新一线城市,军事学,303,42,69,44,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10486,武汉大学,武汉,新一线城市,管理学,407,60,90,178,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10486,武汉大学,武汉,新一线城市,艺术学,411,60,90,30,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10486,武汉大学,武汉,新一线城市,交叉学科,363,51,83,29,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10487,华中科技大学,武汉,新一线城市,哲学,344,53,76,56,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10487,华中科技大学,武汉,新一线城市,经济学,404,60,90,143,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10487,华中科技大学,武汉,新一线城市,法学,362,51,85,73,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10487,华中科技大学,武汉,新一线城市,教育学,376,55,90,16,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10487,华中科技大学,武汉,新一线城市,文学,418,59,90,69,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
2022,10487,华中科技大学,武汉,新一线城市,历史学,354,52,80,77,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10487,华中科技大学,武汉,新一线城市,理学,338,47,82,72,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10487,华中科技大学,武汉,新一线城市,工学,292,42,63,133,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10487,华中科技大学,武汉,新一线城市,农学,305,46,73,15,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10487,华中科技大学,武汉,新一线城市,医学,379,56,86,46,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10487,华中科技大学,武汉,新一线城市,军事学,299,47,69,58,模拟数据(基于历史趋势),其他自划线高校,非一线城市,一般学科
2022,10487,华中科技大学,武汉,新一线城市,管理学,380,57,88,131,模拟数据(基于历史趋势),其他自划线高校,非一线城市,热门学科
